project_id,project_name,ministry,sector,budget_allocated_cr,budget_utilized_cr,budget_utilized_pct,start_date,planned_end_date,planned_duration_months,months_elapsed,percent_complete,reporting_delay_days,last_report_gap_days,is_delayed
PRJ-00974,Gas pipelines project 974,Petroleum & Natural Gas,Gas pipelines,1105.07,191.18,17.3,2025-12-03,2032-10-27,84,9,11.7,17,6,0
PRJ-00975,Irrigation project 975,Jal Shakti,Irrigation,20.87,21.91,105.0,2022-01-08,2024-06-26,30,57,98.0,1,8,0
PRJ-00976,National highways project 976,Road Transport & Highways,National highways,122.34,55.54,45.4,2024-09-18,2031-06-14,82,24,35.8,5,2,0
PRJ-00977,Solar parks project 977,New & Renewable Energy,Solar parks,196.0,146.02,74.5,2022-12-06,2028-04-08,65,46,78.1,0,6,0
PRJ-00978,Urban housing project 978,Housing & Urban Affairs,Urban housing,259.04,112.42,43.4,2025-04-28,2028-05-12,37,16,54.6,4,1,0
PRJ-00979,Smart city infra project 979,Housing & Urban Affairs,Smart city infra,50.33,21.04,41.8,2024-11-20,2029-10-25,60,22,36.8,8,20,0
PRJ-00980,Solar parks project 980,New & Renewable Energy,Solar parks,128.61,44.88,34.9,2021-07-04,2025-01-14,43,63,45.5,3,10,1
PRJ-00981,Airport terminals project 981,Civil Aviation,Airport terminals,40.36,29.75,73.7,2023-02-03,2027-08-11,55,44,77.0,3,11,0
PRJ-00982,Rural water supply project 982,Jal Shakti,Rural water supply,94.23,73.69,78.2,2021-11-24,2027-12-23,74,58,84.6,2,0,0
PRJ-00983,Mineral exploration project 983,Mines,Mineral exploration,73.36,62.5,85.2,2022-01-12,2028-02-10,74,56,77.8,8,1,0
PRJ-00984,Coal mining infra project 984,Coal,Coal mining infra,1494.42,442.35,29.6,2025-03-27,2029-12-01,57,17,34.2,0,27,0
PRJ-00985,Thermal power project 985,Power,Thermal power,13.85,5.86,42.3,2025-05-24,2032-01-18,81,16,32.1,20,2,0
PRJ-00986,Airport terminals project 986,Civil Aviation,Airport terminals,158.36,64.14,40.5,2025-02-23,2031-10-20,81,19,33.8,1,7,0
PRJ-00987,Mineral exploration project 987,Mines,Mineral exploration,128.67,19.43,15.1,2020-10-23,2022-05-16,19,71,26.4,8,1,1
PRJ-00988,Port development project 988,Shipping,Port development,21.5,8.6,40.0,2025-12-27,2027-09-18,21,8,45.5,4,13,0
PRJ-00989,Irrigation canals project 989,Agriculture,Irrigation canals,5.3,4.23,79.8,2025-11-27,2026-11-22,12,9,79.5,11,21,0
PRJ-00990,Gas pipelines project 990,Petroleum & Natural Gas,Gas pipelines,988.23,552.42,55.9,2025-05-29,2028-10-10,41,15,40.4,2,11,0
PRJ-00991,Bridges project 991,Road Transport & Highways,Bridges,231.48,243.05,105.0,2022-03-19,2024-10-04,31,54,98.0,5,3,0
PRJ-00992,National highways project 992,Road Transport & Highways,National highways,315.69,124.7,39.5,2024-12-14,2031-03-13,76,21,28.3,2,12,0
PRJ-00993,Coal mining infra project 993,Coal,Coal mining infra,37.48,20.39,54.4,2024-02-01,2025-08-24,19,31,58.8,12,5,1
PRJ-00994,Steel plant expansion project 994,Steel,Steel plant expansion,38.03,33.28,87.5,2022-08-08,2028-08-06,73,50,81.3,0,6,0
PRJ-00995,Irrigation canals project 995,Agriculture,Irrigation canals,14.58,3.67,25.2,2023-06-11,2024-08-04,14,39,17.9,5,35,1
PRJ-00996,National highways project 996,Road Transport & Highways,National highways,65.54,40.24,61.4,2023-03-13,2029-12-06,82,42,42.4,3,6,0
PRJ-00997,Gas pipelines project 997,Petroleum & Natural Gas,Gas pipelines,214.41,180.1,84.0,2026-02-10,2027-04-06,14,7,66.1,14,5,0
PRJ-00998,Port development project 998,Shipping,Port development,5.09,4.64,91.2,2022-02-16,2025-12-27,47,55,98.0,1,12,0
PRJ-00999,Optical fibre network project 999,Telecommunications,Optical fibre network,53.35,52.66,98.7,2020-09-12,2024-08-22,48,73,98.0,7,1,0
PRJ-01000,National highways project 1000,Road Transport & Highways,National highways,47.78,28.19,59.0,2023-05-13,2028-11-12,67,40,54.6,7,8,0
PRJ-01001,Thermal power project 1001,Power,Thermal power,199.39,79.36,39.8,2025-07-30,2027-07-20,24,13,46.4,5,15,0
PRJ-01002,Port development project 1002,Shipping,Port development,27.97,10.94,39.1,2025-05-06,2028-10-17,42,16,36.1,6,12,0
PRJ-01003,Transmission lines project 1003,Power,Transmission lines,41.46,28.28,68.2,2022-09-14,2029-03-11,79,48,65.1,12,13,0
PRJ-01004,Rural water supply project 1004,Jal Shakti,Rural water supply,54.71,51.65,94.4,2021-08-10,2026-04-16,57,62,98.0,26,14,0
PRJ-01005,Rural water supply project 1005,Jal Shakti,Rural water supply,12.56,6.59,52.5,2021-09-20,2026-10-24,62,60,54.8,24,4,1
PRJ-01006,Bridges project 1006,Road Transport & Highways,Bridges,89.67,42.86,47.8,2024-02-01,2029-04-05,63,31,56.4,13,5,1
PRJ-01007,Coal mining infra project 1007,Coal,Coal mining infra,387.08,24.0,6.2,2023-01-04,2026-07-17,43,45,32.4,26,5,1
PRJ-01008,Irrigation project 1008,Jal Shakti,Irrigation,35.24,32.77,93.0,2024-06-30,2026-04-21,22,26,98.0,9,19,0
PRJ-01009,Mineral exploration project 1009,Mines,Mineral exploration,5.64,2.92,51.7,2021-05-14,2022-09-06,16,65,60.7,8,0,1
PRJ-01010,Bridges project 1010,Road Transport & Highways,Bridges,37.65,24.7,65.6,2023-11-27,2028-10-31,60,34,68.9,22,6,0
PRJ-01011,Refineries project 1011,Petroleum & Natural Gas,Refineries,15.99,10.67,66.7,2023-01-30,2028-12-29,72,44,56.7,3,10,0
PRJ-01012,State highways project 1012,Road Transport & Highways,State highways,156.7,47.01,30.0,2022-08-10,2023-09-04,13,49,33.7,3,0,1
PRJ-01013,Thermal power project 1013,Power,Thermal power,22.1,4.02,18.2,2025-09-18,2031-11-16,75,12,21.3,1,5,0
PRJ-01014,Gas pipelines project 1014,Petroleum & Natural Gas,Gas pipelines,2750.33,2802.59,101.9,2022-07-25,2026-12-31,54,50,98.0,3,2,0
PRJ-01015,Solar parks project 1015,New & Renewable Energy,Solar parks,164.22,138.11,84.1,2020-09-12,2022-09-02,24,73,59.1,3,2,1
PRJ-01016,Port development project 1016,Shipping,Port development,415.47,356.06,85.7,2021-01-09,2022-06-03,17,69,81.4,7,18,1
PRJ-01017,Irrigation project 1017,Jal Shakti,Irrigation,17.57,4.34,24.7,2024-12-29,2031-11-23,84,20,28.3,9,4,0
PRJ-01018,Airport terminals project 1018,Civil Aviation,Airport terminals,15.86,16.65,105.0,2024-08-28,2026-01-20,17,24,98.0,7,23,0
PRJ-01019,Bridges project 1019,Road Transport & Highways,Bridges,346.94,120.39,34.7,2022-05-05,2026-03-15,47,53,20.5,0,11,1
PRJ-01020,Optical fibre network project 1020,Telecommunications,Optical fibre network,17.29,14.21,82.2,2023-01-07,2024-05-01,16,44,56.8,0,16,1
PRJ-01021,Thermal power project 1021,Power,Thermal power,5.0,2.28,45.7,2020-12-20,2025-03-29,52,69,37.6,4,10,1
PRJ-01022,National highways project 1022,Road Transport & Highways,National highways,51.59,28.43,55.1,2020-10-14,2023-11-28,38,72,55.0,0,14,1
PRJ-01023,Solar parks project 1023,New & Renewable Energy,Solar parks,141.54,47.42,33.5,2025-05-15,2030-06-18,62,16,25.3,7,14,0
PRJ-01024,Bridges project 1024,Road Transport & Highways,Bridges,33.53,24.21,72.2,2024-07-02,2027-02-17,32,26,60.2,3,3,0
PRJ-01025,Solar parks project 1025,New & Renewable Energy,Solar parks,74.23,29.77,40.1,2024-10-30,2031-09-24,84,22,34.3,4,23,0
PRJ-01026,Refineries project 1026,Petroleum & Natural Gas,Refineries,15.92,4.73,29.7,2022-05-20,2029-01-13,81,52,30.7,9,20,1
PRJ-01027,Smart city infra project 1027,Housing & Urban Affairs,Smart city infra,57.94,60.84,105.0,2024-01-10,2026-05-29,29,32,98.0,10,18,0
PRJ-01028,Bridges project 1028,Road Transport & Highways,Bridges,164.84,142.26,86.3,2023-05-16,2027-12-21,56,40,81.1,5,9,0
PRJ-01029,State highways project 1029,Road Transport & Highways,State highways,56.1,20.64,36.8,2025-08-18,2031-02-18,67,13,41.5,27,21,0
PRJ-01030,Irrigation project 1030,Jal Shakti,Irrigation,11.07,3.59,32.4,2021-06-23,2023-03-15,21,63,32.0,3,2,1
PRJ-01031,Smart city infra project 1031,Housing & Urban Affairs,Smart city infra,45.87,43.39,94.6,2022-10-14,2027-11-17,62,47,93.6,2,7,0
PRJ-01032,Smart city infra project 1032,Housing & Urban Affairs,Smart city infra,130.63,0.0,0.0,2026-01-05,2029-10-16,46,8,4.3,0,16,1
PRJ-01033,Coal mining infra project 1033,Coal,Coal mining infra,6.1,1.65,27.1,2023-06-06,2026-10-18,41,39,9.7,1,8,1
PRJ-01034,Rural roads project 1034,Rural Development,Rural roads,126.46,103.44,81.8,2023-01-29,2028-01-03,60,44,81.9,15,4,0
PRJ-01035,Gas pipelines project 1035,Petroleum & Natural Gas,Gas pipelines,23.27,15.87,68.2,2025-02-19,2030-01-24,60,19,58.6,7,10,1
PRJ-01036,Bridges project 1036,Road Transport & Highways,Bridges,288.37,302.79,105.0,2021-11-06,2025-11-15,49,59,98.0,25,9,0
PRJ-01037,Irrigation project 1037,Jal Shakti,Irrigation,10.27,0.4,3.9,2022-03-07,2023-11-27,21,55,2.0,0,7,1
PRJ-01038,Bridges project 1038,Road Transport & Highways,Bridges,16.16,15.93,98.6,2024-09-04,2027-03-23,31,24,94.5,0,1,0
PRJ-01039,Refineries project 1039,Petroleum & Natural Gas,Refineries,8.68,2.56,29.5,2022-03-10,2024-09-25,31,55,37.1,2,1,1
PRJ-01040,Refineries project 1040,Petroleum & Natural Gas,Refineries,46.58,10.57,22.7,2024-05-27,2029-03-02,58,28,38.7,7,0,1
PRJ-01041,Rail track doubling project 1041,Railways,Rail track doubling,15.98,6.94,43.4,2025-08-31,2026-08-26,12,12,25.4,2,2,1
PRJ-01042,Urban housing project 1042,Housing & Urban Affairs,Urban housing,149.88,103.42,69.0,2023-09-08,2028-06-13,58,36,58.2,15,1,1
PRJ-01043,Rural water supply project 1043,Jal Shakti,Rural water supply,32.83,11.49,35.0,2025-08-09,2027-11-27,28,13,19.6,23,37,1
PRJ-01044,Bridges project 1044,Road Transport & Highways,Bridges,90.07,18.91,21.0,2025-02-16,2030-08-19,67,19,36.9,18,8,1
PRJ-01045,Coal mining infra project 1045,Coal,Coal mining infra,26.15,17.81,68.1,2023-01-21,2029-11-15,83,44,61.1,4,1,0
PRJ-01046,Port development project 1046,Shipping,Port development,368.57,173.6,47.1,2023-11-22,2025-12-11,25,34,47.9,25,32,1
PRJ-01047,National highways project 1047,Road Transport & Highways,National highways,225.17,34.45,15.3,2025-09-04,2030-05-11,57,12,20.8,0,19,0
PRJ-01048,Optical fibre network project 1048,Telecommunications,Optical fibre network,58.9,11.6,19.7,2025-08-28,2030-01-04,53,12,17.6,22,4,0
PRJ-01049,Refineries project 1049,Petroleum & Natural Gas,Refineries,6.81,1.1,16.1,2026-02-09,2030-02-18,49,7,23.1,2,0,0
PRJ-01050,Gas pipelines project 1050,Petroleum & Natural Gas,Gas pipelines,182.54,147.13,80.6,2024-01-02,2025-10-23,22,32,71.2,2,13,1
PRJ-01051,Optical fibre network project 1051,Telecommunications,Optical fibre network,15.35,14.81,96.5,2021-02-07,2024-08-20,43,68,98.0,24,7,0
PRJ-01052,Solar parks project 1052,New & Renewable Energy,Solar parks,14.77,13.9,94.1,2023-04-04,2025-12-19,33,42,98.0,4,18,0
PRJ-01053,Irrigation canals project 1053,Agriculture,Irrigation canals,268.89,205.7,76.5,2024-01-17,2026-10-03,33,32,73.7,19,9,1
PRJ-01054,Metro rail project 1054,Railways,Metro rail,22.65,14.63,64.6,2024-09-02,2028-10-11,50,24,54.8,17,13,0
PRJ-01055,Rural water supply project 1055,Jal Shakti,Rural water supply,139.6,146.58,105.0,2023-06-01,2025-11-17,30,40,98.0,4,5,0
PRJ-01056,Bridges project 1056,Road Transport & Highways,Bridges,92.82,26.45,28.5,2025-03-29,2030-09-29,67,17,26.6,4,10,0
PRJ-01057,Rural water supply project 1057,Jal Shakti,Rural water supply,148.33,125.78,84.8,2023-10-26,2027-12-04,50,35,81.5,1,7,0
PRJ-01058,Airport terminals project 1058,Civil Aviation,Airport terminals,194.76,30.38,15.6,2021-10-16,2023-07-08,21,59,30.7,18,5,1
PRJ-01059,Rural roads project 1059,Rural Development,Rural roads,18.14,5.64,31.1,2024-10-07,2028-04-19,43,23,25.9,15,5,1
PRJ-01060,Mineral exploration project 1060,Mines,Mineral exploration,59.18,49.06,82.9,2023-05-26,2026-06-09,37,40,98.0,11,7,0
PRJ-01061,Coal mining infra project 1061,Coal,Coal mining infra,104.58,56.89,54.4,2025-07-30,2027-12-17,29,13,56.4,5,16,0
PRJ-01062,Urban housing project 1062,Housing & Urban Affairs,Urban housing,616.97,155.48,25.2,2026-02-21,2031-03-27,62,6,7.1,3,15,0
PRJ-01063,Smart city infra project 1063,Housing & Urban Affairs,Smart city infra,63.97,67.17,105.0,2021-06-17,2026-05-22,60,63,98.0,4,12,0
PRJ-01064,Smart city infra project 1064,Housing & Urban Affairs,Smart city infra,50.4,33.26,66.0,2023-09-17,2028-02-23,54,36,69.7,19,36,0
PRJ-01065,Gas pipelines project 1065,Petroleum & Natural Gas,Gas pipelines,318.15,298.42,93.8,2021-08-09,2023-12-27,29,62,98.0,0,3,0
PRJ-01066,Urban housing project 1066,Housing & Urban Affairs,Urban housing,285.33,15.98,5.6,2024-05-19,2027-06-03,37,28,12.6,2,19,1
PRJ-01067,Airport terminals project 1067,Civil Aviation,Airport terminals,51.41,48.58,94.5,2024-06-01,2027-03-18,34,27,82.2,7,3,0
PRJ-01068,Refineries project 1068,Petroleum & Natural Gas,Refineries,93.81,87.43,93.2,2020-09-30,2025-01-07,52,72,98.0,4,2,0
PRJ-01069,Urban housing project 1069,Housing & Urban Affairs,Urban housing,40.92,21.65,52.9,2022-01-21,2028-02-19,74,56,74.0,2,9,0
PRJ-01070,Solar parks project 1070,New & Renewable Energy,Solar parks,36.24,35.19,97.1,2021-10-17,2025-04-29,43,59,98.0,16,8,0
PRJ-01071,Smart city infra project 1071,Housing & Urban Affairs,Smart city infra,888.6,479.84,54.0,2024-01-26,2027-12-06,47,32,60.0,9,35,1
PRJ-01072,Refineries project 1072,Petroleum & Natural Gas,Refineries,66.06,15.52,23.5,2024-02-18,2026-04-08,26,31,27.7,1,14,1
PRJ-01073,Solar parks project 1073,New & Renewable Energy,Solar parks,14.92,3.13,21.0,2025-01-21,2031-09-17,81,20,32.8,0,4,0
PRJ-01074,Thermal power project 1074,Power,Thermal power,7.11,3.85,54.2,2022-05-10,2029-02-02,82,53,67.2,0,12,0
PRJ-01075,National highways project 1075,Road Transport & Highways,National highways,1593.34,1403.73,88.1,2020-11-01,2026-09-01,71,71,98.0,26,31,0
PRJ-01076,Transmission lines project 1076,Power,Transmission lines,34.2,31.57,92.3,2023-09-21,2027-09-30,49,36,92.0,2,8,0
PRJ-01077,Bridges project 1077,Road Transport & Highways,Bridges,81.19,38.16,47.0,2021-08-02,2026-11-04,64,62,28.5,13,26,1
PRJ-01078,Irrigation canals project 1078,Agriculture,Irrigation canals,74.88,73.01,97.5,2023-05-19,2025-10-05,29,40,98.0,9,16,0
PRJ-01079,Mineral exploration project 1079,Mines,Mineral exploration,33.63,18.13,53.9,2024-06-24,2027-12-06,42,27,58.5,16,5,0
PRJ-01080,Rural water supply project 1080,Jal Shakti,Rural water supply,22.59,0.0,0.0,2022-06-27,2025-01-12,31,51,2.0,10,48,1
PRJ-01081,Gas pipelines project 1081,Petroleum & Natural Gas,Gas pipelines,25.85,27.14,105.0,2021-10-02,2026-09-06,60,60,93.2,0,6,0
PRJ-01082,Bridges project 1082,Road Transport & Highways,Bridges,68.89,28.38,41.2,2023-08-30,2029-08-28,73,37,49.6,5,2,1
PRJ-01083,Solar parks project 1083,New & Renewable Energy,Solar parks,26.58,7.76,29.2,2023-12-07,2030-07-03,80,33,40.5,25,2,0
PRJ-01084,Port development project 1084,Shipping,Port development,39.68,41.27,104.0,2020-12-31,2026-05-04,65,69,98.0,8,1,0
PRJ-01085,Optical fibre network project 1085,Telecommunications,Optical fibre network,14.68,2.7,18.4,2025-12-21,2030-09-26,58,8,5.0,2,35,0
PRJ-01086,Optical fibre network project 1086,Telecommunications,Optical fibre network,173.01,76.99,44.5,2022-11-06,2024-08-27,22,47,36.4,3,12,1
PRJ-01087,Rail track doubling project 1087,Railways,Rail track doubling,16.2,14.86,91.7,2021-11-13,2025-05-26,43,58,98.0,5,27,0
PRJ-01088,Irrigation canals project 1088,Agriculture,Irrigation canals,34.98,8.26,23.6,2022-06-14,2027-02-18,57,51,23.4,4,7,1
PRJ-01089,Thermal power project 1089,Power,Thermal power,24.12,24.8,102.8,2022-07-20,2023-12-12,17,50,98.0,5,6,0
PRJ-01090,Solar parks project 1090,New & Renewable Energy,Solar parks,48.17,39.45,81.9,2022-07-24,2027-09-26,63,50,94.7,4,14,0
PRJ-01091,Smart city infra project 1091,Housing & Urban Affairs,Smart city infra,6.47,2.89,44.6,2020-10-06,2026-04-08,67,72,37.6,6,12,1
PRJ-01092,Rail track doubling project 1092,Railways,Rail track doubling,17.73,7.16,40.4,2026-02-13,2028-02-03,24,7,46.9,2,8,0
PRJ-01093,Rural water supply project 1093,Jal Shakti,Rural water supply,2136.61,1487.08,69.6,2024-12-07,2031-04-05,77,21,67.3,20,3,1
PRJ-01094,Port development project 1094,Shipping,Port development,89.93,87.86,97.7,2023-01-19,2026-05-03,40,44,98.0,8,14,0
PRJ-01095,Coal mining infra project 1095,Coal,Coal mining infra,16.68,15.81,94.8,2024-01-30,2029-03-04,62,32,83.2,1,8,1
PRJ-01096,Coal mining infra project 1096,Coal,Coal mining infra,98.46,46.97,47.7,2021-11-06,2028-02-03,76,59,30.6,7,10,1
PRJ-01097,Metro rail project 1097,Railways,Metro rail,12.06,3.96,32.8,2024-03-30,2025-06-23,15,30,39.5,19,5,1
PRJ-01098,Airport terminals project 1098,Civil Aviation,Airport terminals,113.74,67.22,59.1,2025-08-04,2029-08-13,49,13,64.9,4,14,1
PRJ-01099,Gas pipelines project 1099,Petroleum & Natural Gas,Gas pipelines,228.07,125.67,55.1,2021-01-06,2022-10-28,22,69,60.4,2,47,1
PRJ-01100,Rail track doubling project 1100,Railways,Rail track doubling,46.38,14.56,31.4,2021-07-08,2023-12-25,30,63,30.0,1,34,1
PRJ-01101,Rural roads project 1101,Rural Development,Rural roads,168.88,135.95,80.5,2024-06-06,2028-12-12,55,27,67.0,12,12,0
PRJ-01102,Coal mining infra project 1102,Coal,Coal mining infra,206.77,209.46,101.3,2021-10-12,2024-11-25,38,60,98.0,34,2,0
PRJ-01103,Port development project 1103,Shipping,Port development,63.71,47.59,74.7,2023-06-21,2028-01-26,56,39,91.0,5,8,0
PRJ-01104,Airport terminals project 1104,Civil Aviation,Airport terminals,76.69,40.95,53.4,2025-08-19,2031-03-21,68,13,37.1,14,2,0
PRJ-01105,Coal mining infra project 1105,Coal,Coal mining infra,11.32,11.89,105.0,2024-05-22,2026-01-12,20,28,98.0,1,1,0
PRJ-01106,Urban housing project 1106,Housing & Urban Affairs,Urban housing,48.62,21.68,44.6,2025-12-05,2028-01-24,26,9,47.6,3,31,0
PRJ-01107,National highways project 1107,Road Transport & Highways,National highways,180.6,149.54,82.8,2021-06-01,2025-12-07,55,64,98.0,12,3,0
PRJ-01108,Mineral exploration project 1108,Mines,Mineral exploration,5.57,3.21,57.6,2025-07-26,2028-04-11,33,13,47.0,3,23,0
PRJ-01109,Irrigation project 1109,Jal Shakti,Irrigation,80.31,73.08,91.0,2023-04-15,2026-01-29,34,41,84.1,4,10,1
PRJ-01110,Optical fibre network project 1110,Telecommunications,Optical fibre network,125.39,25.83,20.6,2025-04-13,2029-09-19,54,17,13.9,0,0,1
PRJ-01111,Optical fibre network project 1111,Telecommunications,Optical fibre network,537.7,296.27,55.1,2023-10-15,2029-08-14,71,35,43.3,3,16,0
PRJ-01112,Irrigation project 1112,Jal Shakti,Irrigation,357.06,146.75,41.1,2021-09-15,2026-11-18,63,60,26.3,6,34,1
PRJ-01113,Mineral exploration project 1113,Mines,Mineral exploration,104.15,37.29,35.8,2025-02-22,2028-01-08,35,19,56.8,2,4,0
PRJ-01114,Mineral exploration project 1114,Mines,Mineral exploration,12.88,10.61,82.4,2022-06-29,2027-12-30,67,51,80.4,30,6,1
PRJ-01115,Refineries project 1115,Petroleum & Natural Gas,Refineries,9.99,4.77,47.7,2026-01-06,2029-01-20,37,8,48.3,2,4,0
PRJ-01116,Coal mining infra project 1116,Coal,Coal mining infra,26.84,19.7,73.4,2022-11-10,2028-04-12,66,46,64.6,0,24,0
PRJ-01117,Refineries project 1117,Petroleum & Natural Gas,Refineries,5.39,0.77,14.2,2026-02-25,2029-05-10,39,6,12.6,5,69,0
PRJ-01118,Transmission lines project 1118,Power,Transmission lines,5.87,6.16,105.0,2024-08-13,2026-04-05,20,25,98.0,9,15,0
PRJ-01119,Solar parks project 1119,New & Renewable Energy,Solar parks,22.36,3.8,17.0,2025-08-10,2032-03-06,80,13,17.4,1,6,0
PRJ-01120,Thermal power project 1120,Power,Thermal power,141.75,84.48,59.6,2024-02-16,2028-06-24,53,31,59.0,5,4,0
PRJ-01121,Transmission lines project 1121,Power,Transmission lines,144.03,37.16,25.8,2023-08-12,2025-09-30,26,37,31.9,15,30,1
PRJ-01122,Rural water supply project 1122,Jal Shakti,Rural water supply,113.78,67.93,59.7,2022-06-02,2028-06-30,74,52,62.1,3,8,0
PRJ-01123,Port development project 1123,Shipping,Port development,99.75,90.37,90.6,2020-10-05,2025-01-12,52,72,98.0,4,18,0
PRJ-01124,Steel plant expansion project 1124,Steel,Steel plant expansion,185.57,68.1,36.7,2024-01-01,2029-02-03,62,32,40.3,1,16,0
PRJ-01125,Solar parks project 1125,New & Renewable Energy,Solar parks,21.96,4.61,21.0,2025-07-16,2030-02-20,56,14,34.4,4,6,0
PRJ-01126,Rural roads project 1126,Rural Development,Rural roads,64.8,64.93,100.2,2021-06-09,2027-03-10,70,64,93.3,9,1,0
PRJ-01127,Steel plant expansion project 1127,Steel,Steel plant expansion,53.57,21.91,40.9,2025-03-18,2029-04-26,50,18,50.5,6,1,0
PRJ-01128,Steel plant expansion project 1128,Steel,Steel plant expansion,24.88,12.44,50.0,2022-11-14,2024-09-04,22,46,49.0,13,9,1
PRJ-01129,Irrigation canals project 1129,Agriculture,Irrigation canals,5.0,1.77,35.4,2025-06-05,2029-09-12,52,15,35.1,3,33,0
PRJ-01130,Rail track doubling project 1130,Railways,Rail track doubling,1006.33,526.31,52.3,2024-11-03,2029-01-11,51,22,47.4,18,11,0
PRJ-01131,Rail track doubling project 1131,Railways,Rail track doubling,79.96,18.55,23.2,2025-02-25,2029-12-31,59,18,21.6,2,17,0
PRJ-01132,Metro rail project 1132,Railways,Metro rail,874.89,684.16,78.2,2023-04-25,2028-04-28,61,41,61.2,3,2,0
PRJ-01133,Gas pipelines project 1133,Petroleum & Natural Gas,Gas pipelines,67.91,54.74,80.6,2022-11-01,2025-03-20,29,47,98.0,10,6,0
PRJ-01134,Solar parks project 1134,New & Renewable Energy,Solar parks,929.68,177.57,19.1,2024-01-11,2029-06-13,66,32,19.3,5,1,1
PRJ-01135,Thermal power project 1135,Power,Thermal power,82.17,51.77,63.0,2023-06-14,2030-01-08,80,39,55.7,8,17,0
PRJ-01136,Mineral exploration project 1136,Mines,Mineral exploration,112.74,101.8,90.3,2020-12-16,2023-10-02,34,70,98.0,13,4,0
PRJ-01137,Optical fibre network project 1137,Telecommunications,Optical fibre network,163.15,35.08,21.5,2025-03-30,2031-04-28,74,17,27.9,0,3,1
PRJ-01138,Urban housing project 1138,Housing & Urban Affairs,Urban housing,97.46,39.96,41.0,2025-05-23,2028-04-07,35,16,43.2,0,13,0
PRJ-01139,Smart city infra project 1139,Housing & Urban Affairs,Smart city infra,263.42,204.41,77.6,2021-06-16,2027-02-15,69,63,59.4,10,34,1
PRJ-01140,Steel plant expansion project 1140,Steel,Steel plant expansion,1029.38,149.26,14.5,2025-11-17,2030-07-24,57,10,22.6,5,13,0
PRJ-01141,National highways project 1141,Road Transport & Highways,National highways,110.23,100.75,91.4,2023-06-18,2025-11-04,29,39,98.0,19,0,0
PRJ-01142,Transmission lines project 1142,Power,Transmission lines,117.16,123.02,105.0,2021-08-10,2026-08-14,61,62,98.0,19,3,0
PRJ-01143,Optical fibre network project 1143,Telecommunications,Optical fibre network,216.25,106.4,49.2,2023-05-06,2029-07-03,75,40,49.9,3,31,0
PRJ-01144,Gas pipelines project 1144,Petroleum & Natural Gas,Gas pipelines,597.39,210.88,35.3,2022-05-04,2028-06-01,74,53,44.8,3,14,1
PRJ-01145,Gas pipelines project 1145,Petroleum & Natural Gas,Gas pipelines,338.53,308.4,91.1,2022-03-13,2027-10-13,68,54,91.3,9,8,0
PRJ-01146,Airport terminals project 1146,Civil Aviation,Airport terminals,10.97,2.8,25.5,2025-03-29,2027-01-18,22,17,18.5,2,4,1
PRJ-01147,Solar parks project 1147,New & Renewable Energy,Solar parks,26.31,6.5,24.7,2026-01-02,2029-04-16,40,8,21.3,2,7,0
PRJ-01148,Urban housing project 1148,Housing & Urban Affairs,Urban housing,873.99,181.79,20.8,2025-12-30,2029-11-09,47,8,21.7,8,3,0
PRJ-01149,Irrigation project 1149,Jal Shakti,Irrigation,37.14,37.51,101.0,2023-03-01,2027-02-08,48,43,85.6,2,15,0
PRJ-01150,Thermal power project 1150,Power,Thermal power,13.1,4.49,34.3,2021-10-20,2027-07-21,70,59,42.0,6,34,1
PRJ-01151,Solar parks project 1151,New & Renewable Energy,Solar parks,36.89,34.86,94.5,2022-01-06,2028-03-05,75,57,90.4,14,6,0
PRJ-01152,Optical fibre network project 1152,Telecommunications,Optical fibre network,72.65,71.85,98.9,2023-04-25,2025-06-13,26,41,98.0,6,27,0
PRJ-01153,Solar parks project 1153,New & Renewable Energy,Solar parks,91.32,24.57,26.9,2025-07-16,2029-04-26,46,14,44.3,22,22,1
PRJ-01154,Optical fibre network project 1154,Telecommunications,Optical fibre network,587.64,605.86,103.1,2021-07-24,2026-04-29,58,62,98.0,1,5,0
PRJ-01155,Optical fibre network project 1155,Telecommunications,Optical fibre network,22.9,6.41,28.0,2021-07-26,2022-12-18,17,62,26.7,9,19,1
PRJ-01156,Coal mining infra project 1156,Coal,Coal mining infra,439.27,461.23,105.0,2023-02-12,2026-04-27,39,43,98.0,10,6,0
PRJ-01157,Gas pipelines project 1157,Petroleum & Natural Gas,Gas pipelines,24.84,12.69,51.1,2025-08-09,2029-02-19,43,13,43.5,3,6,0
PRJ-01158,Urban housing project 1158,Housing & Urban Affairs,Urban housing,24.01,19.26,80.2,2021-04-10,2022-08-03,16,66,84.6,1,9,1
PRJ-01159,Coal mining infra project 1159,Coal,Coal mining infra,121.94,68.77,56.4,2024-09-14,2029-04-21,56,24,52.4,0,12,0
PRJ-01160,Bridges project 1160,Road Transport & Highways,Bridges,200.26,120.56,60.2,2023-09-19,2025-12-07,27,36,55.6,1,2,1
PRJ-01161,Irrigation project 1161,Jal Shakti,Irrigation,118.02,31.63,26.8,2025-01-01,2029-08-08,56,20,30.3,5,4,0
PRJ-01162,Steel plant expansion project 1162,Steel,Steel plant expansion,4718.84,4464.02,94.6,2022-08-19,2028-01-20,66,49,90.5,13,2,0
PRJ-01163,Thermal power project 1163,Power,Thermal power,57.81,60.7,105.0,2022-09-22,2025-02-08,29,48,98.0,9,0,0
